"Image id","Path","Extension","Height","Width","Type of Replica","Replica param 1","Replica param 2","Replica of"
"709","rep/1046_resize_0.8.jpg","jpg","509.0","399.0","Resized","0.8",,"693"
"710","rep/1046_resize_1.2.jpg","jpg","764.0","598.0","Resized","1.2",,"693"
"711","rep/1046_resize_1.5.jpg","jpg","955.0","748.0","Resized","1.5",,"693"
"712","rep/1046_smoothed_kernel_2.jpg","jpg","637.0","499.0","Smoothed","2",,"693"
"713","rep/1046_smoothed_kernel_3.jpg","jpg","637.0","499.0","Smoothed","3",,"693"
"714","rep/1046_gamma_0.25.jpg","jpg","637.0","499.0","Gamma","0.25",,"693"
"715","rep/1046_gamma_0.6.jpg","jpg","637.0","499.0","Gamma","0.6",,"693"
"716","rep/1046_gamma_1.5.jpg","jpg","637.0","499.0","Gamma","1.5",,"693"
"717","rep/1046_gamma_1.8.jpg","jpg","637.0","499.0","Gamma","1.8",,"693"
"718","rep/1046channel_s_0.1.jpg","jpg","637.0","499.0","ChannelS","0.1",,"693"
"719","rep/1046channel_s_-0.1.jpg","jpg","637.0","499.0","ChannelS","-0.1",,"693"
"720","rep/1046channel_v_-0.1.jpg","jpg","637.0","499.0","ChannelV","-0.1",,"693"
"721","rep/1046channel_v_0.1.jpg","jpg","637.0","499.0","ChannelV","0.1",,"693"
"722","rep/1046_h_flipped.jpg","jpg","637.0","499.0","HFlipped",,,"693"
"723","rep/1046_text_15.jpg","jpg","637.0","499.0","Text","15",,"693"
"724","rep/1046_occlusion__radius_3_size_0.1.jpg","jpg","637.0","499.0","Occluded","3","0.1","693"
"725","rep/1046_occlusion__radius_2_size_0.15.jpg","jpg","637.0","499.0","Occluded","2","0.15","693"
"726","src/708.jpg","jpg","317.0","500.0",,,,
"727","rep/708_rotate_30.0.jpg","jpg","317.0","500.0","Rotated","30.0",,"726"
"728","rep/708_rotate_90.0.jpg","jpg","317.0","500.0","Rotated","90.0",,"726"
"729","rep/708_rotate_180.0.jpg","jpg","317.0","500.0","Rotated","180.0",,"726"
"730","rep/708_rotate_270.0.jpg","jpg","317.0","500.0","Rotated","270.0",,"726"
"731","rep/708_cropped_h_0.25.jpg","jpg","317.0","375.0","Cropped_H","0.25",,"726"
"732","rep/708_cropped_h_0.5.jpg","jpg","317.0","250.0","Cropped_H","0.5",,"726"
"733","rep/708_cropped_v_0.25.jpg","jpg","237.0","500.0","Cropped_V","0.25",,"726"
"734","rep/708_cropped_v_0.5.jpg","jpg","158.0","500.0","Cropped_V","0.5",,"726"
"735","rep/708_comp_0.1.jpg","jpg","317.0","500.0","Compressed","0.1",,"726"
"736","rep/708_comp_0.3.jpg","jpg","317.0","500.0","Compressed","0.3",,"726"
"737","rep/708_comp_0.5.jpg","jpg","317.0","500.0","Compressed","0.5",,"726"
"738","rep/708_comp_0.7.jpg","jpg","317.0","500.0","Compressed","0.7",,"726"
"739","rep/708_comp__mean_0.0_stdev_0.1.jpg","jpg","317.0","500.0","Gaussian","0.0","0.1","726"
"740","rep/708_comp__mean_0.0_stdev_0.25.jpg","jpg","317.0","500.0","Gaussian","0.0","0.25","726"
"741","rep/708_resize_0.5.jpg","jpg","158.0","250.0","Resized","0.5",,"726"
"742","rep/708_resize_0.8.jpg","jpg","253.0","400.0","Resized","0.8",,"726"
"743","rep/708_resize_1.2.jpg","jpg","380.0","600.0","Resized","1.2",,"726"
"744","rep/708_resize_1.5.jpg","jpg","475.0","750.0","Resized","1.5",,"726"
"745","rep/708_smoothed_kernel_2.jpg","jpg","317.0","500.0","Smoothed","2",,"726"
"746","rep/708_smoothed_kernel_3.jpg","jpg","317.0","500.0","Smoothed","3",,"726"
"747","rep/708_gamma_0.25.jpg","jpg","317.0","500.0","Gamma","0.25",,"726"
"748","rep/708_gamma_0.6.jpg","jpg","317.0","500.0","Gamma","0.6",,"726"
"749","rep/708_gamma_1.5.jpg","jpg","317.0","500.0","Gamma","1.5",,"726"
"750","rep/708_gamma_1.8.jpg","jpg","317.0","500.0","Gamma","1.8",,"726"
"751","rep/708channel_s_0.1.jpg","jpg","317.0","500.0","ChannelS","0.1",,"726"
"752","rep/708channel_s_-0.1.jpg","jpg","317.0","500.0","ChannelS","-0.1",,"726"
"753","rep/708channel_v_-0.1.jpg","jpg","317.0","500.0","ChannelV","-0.1",,"726"
"754","rep/708channel_v_0.1.jpg","jpg","317.0","500.0","ChannelV","0.1",,"726"
"755","rep/708_h_flipped.jpg","jpg","317.0","500.0","HFlipped",,,"726"
"756","rep/708_text_15.jpg","jpg","317.0","500.0","Text","15",,"726"
"757","rep/708_occlusion__radius_3_size_0.1.jpg","jpg","317.0","500.0","Occluded","3","0.1","726"
"758","rep/708_occlusion__radius_2_size_0.15.jpg","jpg","317.0","500.0","Occluded","2","0.15","726"
"759","src/1338.jpg","jpg","450.0","600.0",,,,
"760","rep/1338_rotate_30.0.jpg","jpg","450.0","600.0","Rotated","30.0",,"759"
"761","rep/1338_rotate_90.0.jpg","jpg","450.0","600.0","Rotated","90.0",,"759"
"762","rep/1338_rotate_180.0.jpg","jpg","450.0","600.0","Rotated","180.0",,"759"
"763","rep/1338_rotate_270.0.jpg","jpg","450.0","600.0","Rotated","270.0",,"759"
"764","rep/1338_cropped_h_0.25.jpg","jpg","450.0","450.0","Cropped_H","0.25",,"759"
"765","rep/1338_cropped_h_0.5.jpg","jpg","450.0","300.0","Cropped_H","0.5",,"759"
"766","rep/1338_cropped_v_0.25.jpg","jpg","337.0","600.0","Cropped_V","0.25",,"759"
"767","rep/1338_cropped_v_0.5.jpg","jpg","225.0","600.0","Cropped_V","0.5",,"759"
"768","rep/1338_comp_0.1.jpg","jpg","450.0","600.0","Compressed","0.1",,"759"
"769","rep/1338_comp_0.3.jpg","jpg","450.0","600.0","Compressed","0.3",,"759"
"770","rep/1338_comp_0.5.jpg","jpg","450.0","600.0","Compressed","0.5",,"759"
"771","rep/1338_comp_0.7.jpg","jpg","450.0","600.0","Compressed","0.7",,"759"
"772","rep/1338_comp__mean_0.0_stdev_0.1.jpg","jpg","450.0","600.0","Gaussian","0.0","0.1","759"
"773","rep/1338_comp__mean_0.0_stdev_0.25.jpg","jpg","450.0","600.0","Gaussian","0.0","0.25","759"
"774","rep/1338_resize_0.5.jpg","jpg","225.0","300.0","Resized","0.5",,"759"
"775","rep/1338_resize_0.8.jpg","jpg","360.0","480.0","Resized","0.8",,"759"
"776","rep/1338_resize_1.2.jpg","jpg","540.0","720.0","Resized","1.2",,"759"
"777","rep/1338_resize_1.5.jpg","jpg","675.0","900.0","Resized","1.5",,"759"
"778","rep/1338_smoothed_kernel_2.jpg","jpg","450.0","600.0","Smoothed","2",,"759"
"779","rep/1338_smoothed_kernel_3.jpg","jpg","450.0","600.0","Smoothed","3",,"759"
"780","rep/1338_gamma_0.25.jpg","jpg","450.0","600.0","Gamma","0.25",,"759"
"781","rep/1338_gamma_0.6.jpg","jpg","450.0","600.0","Gamma","0.6",,"759"
"782","rep/1338_gamma_1.5.jpg","jpg","450.0","600.0","Gamma","1.5",,"759"
"783","rep/1338_gamma_1.8.jpg","jpg","450.0","600.0","Gamma","1.8",,"759"
"784","rep/1338channel_s_0.1.jpg","jpg","450.0","600.0","ChannelS","0.1",,"759"
"785","rep/1338channel_s_-0.1.jpg","jpg","450.0","600.0","ChannelS","-0.1",,"759"
"786","rep/1338channel_v_-0.1.jpg","jpg","450.0","600.0","ChannelV","-0.1",,"759"
"787","rep/1338channel_v_0.1.jpg","jpg","450.0","600.0","ChannelV","0.1",,"759"
"788","rep/1338_h_flipped.jpg","jpg","450.0","600.0","HFlipped",,,"759"
"789","rep/1338_text_15.jpg","jpg","450.0","600.0","Text","15",,"759"
"790","rep/1338_occlusion__radius_3_size_0.1.jpg","jpg","450.0","600.0","Occluded","3","0.1","759"
"791","rep/1338_occlusion__radius_2_size_0.15.jpg","jpg","450.0","600.0","Occluded","2","0.15","759"
"792","src/483.jpg","jpg","500.0","500.0",,,,
"793","rep/483_rotate_30.0.jpg","jpg","500.0","500.0","Rotated","30.0",,"792"
"794","rep/483_rotate_90.0.jpg","jpg","500.0","500.0","Rotated","90.0",,"792"
"795","rep/483_rotate_180.0.jpg","jpg","500.0","500.0","Rotated","180.0",,"792"
"796","rep/483_rotate_270.0.jpg","jpg","500.0","500.0","Rotated","270.0",,"792"
"797","rep/483_cropped_h_0.25.jpg","jpg","500.0","375.0","Cropped_H","0.25",,"792"
"798","rep/483_cropped_h_0.5.jpg","jpg","500.0","250.0","Cropped_H","0.5",,"792"
"799","rep/483_cropped_v_0.25.jpg","jpg","375.0","500.0","Cropped_V","0.25",,"792"
"800","rep/483_cropped_v_0.5.jpg","jpg","250.0","500.0","Cropped_V","0.5",,"792"
"801","rep/483_comp_0.1.jpg","jpg","500.0","500.0","Compressed","0.1",,"792"
"802","rep/483_comp_0.3.jpg","jpg","500.0","500.0","Compressed","0.3",,"792"
"803","rep/483_comp_0.5.jpg","jpg","500.0","500.0","Compressed","0.5",,"792"
"804","rep/483_comp_0.7.jpg","jpg","500.0","500.0","Compressed","0.7",,"792"
"805","rep/483_comp__mean_0.0_stdev_0.1.jpg","jpg","500.0","500.0","Gaussian","0.0","0.1","792"
"806","rep/483_comp__mean_0.0_stdev_0.25.jpg","jpg","500.0","500.0","Gaussian","0.0","0.25","792"
"807","rep/483_resize_0.5.jpg","jpg","250.0","250.0","Resized","0.5",,"792"
"808","rep/483_resize_0.8.jpg","jpg","400.0","400.0","Resized","0.8",,"792"
"809","rep/483_resize_1.2.jpg","jpg","600.0","600.0","Resized","1.2",,"792"
"810","rep/483_resize_1.5.jpg","jpg","750.0","750.0","Resized","1.5",,"792"
"811","rep/483_smoothed_kernel_2.jpg","jpg","500.0","500.0","Smoothed","2",,"792"
"812","rep/483_smoothed_kernel_3.jpg","jpg","500.0","500.0","Smoothed","3",,"792"
"813","rep/483_gamma_0.25.jpg","jpg","500.0","500.0","Gamma","0.25",,"792"
"814","rep/483_gamma_0.6.jpg","jpg","500.0","500.0","Gamma","0.6",,"792"
"815","rep/483_gamma_1.5.jpg","jpg","500.0","500.0","Gamma","1.5",,"792"
"816","rep/483_gamma_1.8.jpg","jpg","500.0","500.0","Gamma","1.8",,"792"
"817","rep/483channel_s_0.1.jpg","jpg","500.0","500.0","ChannelS","0.1",,"792"
"818","rep/483channel_s_-0.1.jpg","jpg","500.0","500.0","ChannelS","-0.1",,"792"
"819","rep/483channel_v_-0.1.jpg","jpg","500.0","500.0","ChannelV","-0.1",,"792"
"820","rep/483channel_v_0.1.jpg","jpg","500.0","500.0","ChannelV","0.1",,"792"
"821","rep/483_h_flipped.jpg","jpg","500.0","500.0","HFlipped",,,"792"
"822","rep/483_text_15.jpg","jpg","500.0","500.0","Text","15",,"792"
"823","rep/483_occlusion__radius_3_size_0.1.jpg","jpg","500.0","500.0","Occluded","3","0.1","792"
"824","rep/483_occlusion__radius_2_size_0.15.jpg","jpg","500.0","500.0","Occluded","2","0.15","792"
"825","src/574.jpg","jpg","749.0","498.0",,,,
"826","rep/574_rotate_30.0.jpg","jpg","749.0","498.0","Rotated","30.0",,"825"
"827","rep/574_rotate_90.0.jpg","jpg","749.0","498.0","Rotated","90.0",,"825"
"828","rep/574_rotate_180.0.jpg","jpg","749.0","498.0","Rotated","180.0",,"825"
"829","rep/574_rotate_270.0.jpg","jpg","749.0","498.0","Rotated","270.0",,"825"
"830","rep/574_cropped_h_0.25.jpg","jpg","749.0","373.0","Cropped_H","0.25",,"825"
"831","rep/574_cropped_h_0.5.jpg","jpg","749.0","249.0","Cropped_H","0.5",,"825"
"832","rep/574_cropped_v_0.25.jpg","jpg","561.0","498.0","Cropped_V","0.25",,"825"
"833","rep/574_cropped_v_0.5.jpg","jpg","374.0","498.0","Cropped_V","0.5",,"825"
"834","rep/574_comp_0.1.jpg","jpg","749.0","498.0","Compressed","0.1",,"825"
"835","rep/574_comp_0.3.jpg","jpg","749.0","498.0","Compressed","0.3",,"825"
"836","rep/574_comp_0.5.jpg","jpg","749.0","498.0","Compressed","0.5",,"825"
"837","rep/574_comp_0.7.jpg","jpg","749.0","498.0","Compressed","0.7",,"825"
"838","rep/574_comp__mean_0.0_stdev_0.1.jpg","jpg","749.0","498.0","Gaussian","0.0","0.1","825"
"839","rep/574_comp__mean_0.0_stdev_0.25.jpg","jpg","749.0","498.0","Gaussian","0.0","0.25","825"
"840","rep/574_resize_0.5.jpg","jpg","374.0","249.0","Resized","0.5",,"825"
"841","rep/574_resize_0.8.jpg","jpg","599.0","398.0","Resized","0.8",,"825"
"842","rep/574_resize_1.2.jpg","jpg","898.0","597.0","Resized","1.2",,"825"
"843","rep/574_resize_1.5.jpg","jpg","1123.0","747.0","Resized","1.5",,"825"
"844","rep/574_smoothed_kernel_2.jpg","jpg","749.0","498.0","Smoothed","2",,"825"
"845","rep/574_smoothed_kernel_3.jpg","jpg","749.0","498.0","Smoothed","3",,"825"
"846","rep/574_gamma_0.25.jpg","jpg","749.0","498.0","Gamma","0.25",,"825"
"847","rep/574_gamma_0.6.jpg","jpg","749.0","498.0","Gamma","0.6",,"825"
"848","rep/574_gamma_1.5.jpg","jpg","749.0","498.0","Gamma","1.5",,"825"
"849","rep/574_gamma_1.8.jpg","jpg","749.0","498.0","Gamma","1.8",,"825"
"850","rep/574channel_s_0.1.jpg","jpg","749.0","498.0","ChannelS","0.1",,"825"
"851","rep/574channel_s_-0.1.jpg","jpg","749.0","498.0","ChannelS","-0.1",,"825"
"852","rep/574channel_v_-0.1.jpg","jpg","749.0","498.0","ChannelV","-0.1",,"825"
"853","rep/574channel_v_0.1.jpg","jpg","749.0","498.0","ChannelV","0.1",,"825"
"854","rep/574_h_flipped.jpg","jpg","749.0","498.0","HFlipped",,,"825"
"855","rep/574_text_15.jpg","jpg","749.0","498.0","Text","15",,"825"
"856","rep/574_occlusion__radius_3_size_0.1.jpg","jpg","749.0","498.0","Occluded","3","0.1","825"
"857","rep/574_occlusion__radius_2_size_0.15.jpg","jpg","749.0","498.0","Occluded","2","0.15","825"
"858","src/1513.jpg","jpg","600.0","600.0",,,,
"859","rep/1513_rotate_30.0.jpg","jpg","600.0","600.0","Rotated","30.0",,"858"
"860","rep/1513_rotate_90.0.jpg","jpg","600.0","600.0","Rotated","90.0",,"858"
"861","rep/1513_rotate_180.0.jpg","jpg","600.0","600.0","Rotated","180.0",,"858"
"862","rep/1513_rotate_270.0.jpg","jpg","600.0","600.0","Rotated","270.0",,"858"
"863","rep/1513_cropped_h_0.25.jpg","jpg","600.0","450.0","Cropped_H","0.25",,"858"
"864","rep/1513_cropped_h_0.5.jpg","jpg","600.0","300.0","Cropped_H","0.5",,"858"
"865","rep/1513_cropped_v_0.25.jpg","jpg","450.0","600.0","Cropped_V","0.25",,"858"
"866","rep/1513_cropped_v_0.5.jpg","jpg","300.0","600.0","Cropped_V","0.5",,"858"
"867","rep/1513_comp_0.1.jpg","jpg","600.0","600.0","Compressed","0.1",,"858"
"868","rep/1513_comp_0.3.jpg","jpg","600.0","600.0","Compressed","0.3",,"858"
"869","rep/1513_comp_0.5.jpg","jpg","600.0","600.0","Compressed","0.5",,"858"
"870","rep/1513_comp_0.7.jpg","jpg","600.0","600.0","Compressed","0.7",,"858"
"871","rep/1513_comp__mean_0.0_stdev_0.1.jpg","jpg","600.0","600.0","Gaussian","0.0","0.1","858"
"872","rep/1513_comp__mean_0.0_stdev_0.25.jpg","jpg","600.0","600.0","Gaussian","0.0","0.25","858"
"873","rep/1513_resize_0.5.jpg","jpg","300.0","300.0","Resized","0.5",,"858"
"874","rep/1513_resize_0.8.jpg","jpg","480.0","480.0","Resized","0.8",,"858"
"875","rep/1513_resize_1.2.jpg","jpg","720.0","720.0","Resized","1.2",,"858"
"876","rep/1513_resize_1.5.jpg","jpg","900.0","900.0","Resized","1.5",,"858"
"877","rep/1513_smoothed_kernel_2.jpg","jpg","600.0","600.0","Smoothed","2",,"858"
"878","rep/1513_smoothed_kernel_3.jpg","jpg","600.0","600.0","Smoothed","3",,"858"
"879","rep/1513_gamma_0.25.jpg","jpg","600.0","600.0","Gamma","0.25",,"858"
"880","rep/1513_gamma_0.6.jpg","jpg","600.0","600.0","Gamma","0.6",,"858"
"881","rep/1513_gamma_1.5.jpg","jpg","600.0","600.0","Gamma","1.5",,"858"
"882","rep/1513_gamma_1.8.jpg","jpg","600.0","600.0","Gamma","1.8",,"858"
"883","rep/1513channel_s_0.1.jpg","jpg","600.0","600.0","ChannelS","0.1",,"858"
"884","rep/1513channel_s_-0.1.jpg","jpg","600.0","600.0","ChannelS","-0.1",,"858"
"885","rep/1513channel_v_-0.1.jpg","jpg","600.0","600.0","ChannelV","-0.1",,"858"
"886","rep/1513channel_v_0.1.jpg","jpg","600.0","600.0","ChannelV","0.1",,"858"
"887","rep/1513_h_flipped.jpg","jpg","600.0","600.0","HFlipped",,,"858"
"888","rep/1513_text_15.jpg","jpg","600.0","600.0","Text","15",,"858"
"889","rep/1513_occlusion__radius_3_size_0.1.jpg","jpg","600.0","600.0","Occluded","3","0.1","858"
"890","rep/1513_occlusion__radius_2_size_0.15.jpg","jpg","600.0","600.0","Occluded","2","0.15","858"
"891","src/1645.jpg","jpg","1024.0","576.0",,,,
"892","rep/1645_rotate_30.0.jpg","jpg","1024.0","576.0","Rotated","30.0",,"891"
"893","rep/1645_rotate_90.0.jpg","jpg","1024.0","576.0","Rotated","90.0",,"891"
"894","rep/1645_rotate_180.0.jpg","jpg","1024.0","576.0","Rotated","180.0",,"891"
"895","rep/1645_rotate_270.0.jpg","jpg","1024.0","576.0","Rotated","270.0",,"891"
"896","rep/1645_cropped_h_0.25.jpg","jpg","1024.0","432.0","Cropped_H","0.25",,"891"
"897","rep/1645_cropped_h_0.5.jpg","jpg","1024.0","288.0","Cropped_H","0.5",,"891"
"898","rep/1645_cropped_v_0.25.jpg","jpg","768.0","576.0","Cropped_V","0.25",,"891"
"899","rep/1645_cropped_v_0.5.jpg","jpg","512.0","576.0","Cropped_V","0.5",,"891"
"900","rep/1645_comp_0.1.jpg","jpg","1024.0","576.0","Compressed","0.1",,"891"
"901","rep/1645_comp_0.3.jpg","jpg","1024.0","576.0","Compressed","0.3",,"891"
"902","rep/1645_comp_0.5.jpg","jpg","1024.0","576.0","Compressed","0.5",,"891"
"903","rep/1645_comp_0.7.jpg","jpg","1024.0","576.0","Compressed","0.7",,"891"
"904","rep/1645_comp__mean_0.0_stdev_0.1.jpg","jpg","1024.0","576.0","Gaussian","0.0","0.1","891"
"905","rep/1645_comp__mean_0.0_stdev_0.25.jpg","jpg","1024.0","576.0","Gaussian","0.0","0.25","891"
"906","rep/1645_resize_0.5.jpg","jpg","512.0","288.0","Resized","0.5",,"891"
"907","rep/1645_resize_0.8.jpg","jpg","819.0","460.0","Resized","0.8",,"891"
"908","rep/1645_resize_1.2.jpg","jpg","1228.0","691.0","Resized","1.2",,"891"
"909","rep/1645_resize_1.5.jpg","jpg","1536.0","864.0","Resized","1.5",,"891"
"910","rep/1645_smoothed_kernel_2.jpg","jpg","1024.0","576.0","Smoothed","2",,"891"
"911","rep/1645_smoothed_kernel_3.jpg","jpg","1024.0","576.0","Smoothed","3",,"891"
"912","rep/1645_gamma_0.25.jpg","jpg","1024.0","576.0","Gamma","0.25",,"891"
"913","rep/1645_gamma_0.6.jpg","jpg","1024.0","576.0","Gamma","0.6",,"891"
"914","rep/1645_gamma_1.5.jpg","jpg","1024.0","576.0","Gamma","1.5",,"891"
"915","rep/1645_gamma_1.8.jpg","jpg","1024.0","576.0","Gamma","1.8",,"891"
"916","rep/1645channel_s_0.1.jpg","jpg","1024.0","576.0","ChannelS","0.1",,"891"
"917","rep/1645channel_s_-0.1.jpg","jpg","1024.0","576.0","ChannelS","-0.1",,"891"
"918","rep/1645channel_v_-0.1.jpg","jpg","1024.0","576.0","ChannelV","-0.1",,"891"
"919","rep/1645channel_v_0.1.jpg","jpg","1024.0","576.0","ChannelV","0.1",,"891"
"920","rep/1645_h_flipped.jpg","jpg","1024.0","576.0","HFlipped",,,"891"
"921","rep/1645_text_15.jpg","jpg","1024.0","576.0","Text","15",,"891"
"922","rep/1645_occlusion__radius_3_size_0.1.jpg","jpg","1024.0","576.0","Occluded","3","0.1","891"
"923","rep/1645_occlusion__radius_2_size_0.15.jpg","jpg","1024.0","576.0","Occluded","2","0.15","891"
"924","src/398.jpg","jpg","800.0","600.0",,,,
"925","rep/398_rotate_30.0.jpg","jpg","800.0","600.0","Rotated","30.0",,"924"
"926","rep/398_rotate_90.0.jpg","jpg","800.0","600.0","Rotated","90.0",,"924"
"927","rep/398_rotate_180.0.jpg","jpg","800.0","600.0","Rotated","180.0",,"924"
"928","rep/398_rotate_270.0.jpg","jpg","800.0","600.0","Rotated","270.0",,"924"
"929","rep/398_cropped_h_0.25.jpg","jpg","800.0","450.0","Cropped_H","0.25",,"924"
"930","rep/398_cropped_h_0.5.jpg","jpg","800.0","300.0","Cropped_H","0.5",,"924"
"931","rep/398_cropped_v_0.25.jpg","jpg","600.0","600.0","Cropped_V","0.25",,"924"
"932","rep/398_cropped_v_0.5.jpg","jpg","400.0","600.0","Cropped_V","0.5",,"924"
"933","rep/398_comp_0.1.jpg","jpg","800.0","600.0","Compressed","0.1",,"924"
"934","rep/398_comp_0.3.jpg","jpg","800.0","600.0","Compressed","0.3",,"924"
"935","rep/398_comp_0.5.jpg","jpg","800.0","600.0","Compressed","0.5",,"924"
"936","rep/398_comp_0.7.jpg","jpg","800.0","600.0","Compressed","0.7",,"924"
"937","rep/398_comp__mean_0.0_stdev_0.1.jpg","jpg","800.0","600.0","Gaussian","0.0","0.1","924"
"938","rep/398_comp__mean_0.0_stdev_0.25.jpg","jpg","800.0","600.0","Gaussian","0.0","0.25","924"
"939","rep/398_resize_0.5.jpg","jpg","400.0","300.0","Resized","0.5",,"924"
"940","rep/398_resize_0.8.jpg","jpg","640.0","480.0","Resized","0.8",,"924"
"941","rep/398_resize_1.2.jpg","jpg","960.0","720.0","Resized","1.2",,"924"
"942","rep/398_resize_1.5.jpg","jpg","1200.0","900.0","Resized","1.5",,"924"
"943","rep/398_smoothed_kernel_2.jpg","jpg","800.0","600.0","Smoothed","2",,"924"
"944","rep/398_smoothed_kernel_3.jpg","jpg","800.0","600.0","Smoothed","3",,"924"
"945","rep/398_gamma_0.25.jpg","jpg","800.0","600.0","Gamma","0.25",,"924"
"946","rep/398_gamma_0.6.jpg","jpg","800.0","600.0","Gamma","0.6",,"924"
"947","rep/398_gamma_1.5.jpg","jpg","800.0","600.0","Gamma","1.5",,"924"
"948","rep/398_gamma_1.8.jpg","jpg","800.0","600.0","Gamma","1.8",,"924"
"949","rep/398channel_s_0.1.jpg","jpg","800.0","600.0","ChannelS","0.1",,"924"
"950","rep/398channel_s_-0.1.jpg","jpg","800.0","600.0","ChannelS","-0.1",,"924"
"951","rep/398channel_v_-0.1.jpg","jpg","800.0","600.0","ChannelV","-0.1",,"924"
"952","rep/398channel_v_0.1.jpg","jpg","800.0","600.0","ChannelV","0.1",,"924"
"953","rep/398_h_flipped.jpg","jpg","800.0","600.0","HFlipped",,,"924"
"954","rep/398_text_15.jpg","jpg","800.0","600.0","Text","15",,"924"
"955","rep/398_occlusion__radius_3_size_0.1.jpg","jpg","800.0","600.0","Occluded","3","0.1","924"
"956","rep/398_occlusion__radius_2_size_0.15.jpg","jpg","800.0","600.0","Occluded","2","0.15","924"
"957","src/425.jpg","jpg","595.0","600.0",,,,
"958","rep/425_rotate_30.0.jpg","jpg","595.0","600.0","Rotated","30.0",,"957"
"959","rep/425_rotate_90.0.jpg","jpg","595.0","600.0","Rotated","90.0",,"957"
"960","rep/425_rotate_180.0.jpg","jpg","595.0","600.0","Rotated","180.0",,"957"
"961","rep/425_rotate_270.0.jpg","jpg","595.0","600.0","Rotated","270.0",,"957"
"962","rep/425_cropped_h_0.25.jpg","jpg","595.0","450.0","Cropped_H","0.25",,"957"
"963","rep/425_cropped_h_0.5.jpg","jpg","595.0","300.0","Cropped_H","0.5",,"957"
"964","rep/425_cropped_v_0.25.jpg","jpg","446.0","600.0","Cropped_V","0.25",,"957"
"965","rep/425_cropped_v_0.5.jpg","jpg","297.0","600.0","Cropped_V","0.5",,"957"
"966","rep/425_comp_0.1.jpg","jpg","595.0","600.0","Compressed","0.1",,"957"
"967","rep/425_comp_0.3.jpg","jpg","595.0","600.0","Compressed","0.3",,"957"
"968","rep/425_comp_0.5.jpg","jpg","595.0","600.0","Compressed","0.5",,"957"
"969","rep/425_comp_0.7.jpg","jpg","595.0","600.0","Compressed","0.7",,"957"
"970","rep/425_comp__mean_0.0_stdev_0.1.jpg","jpg","595.0","600.0","Gaussian","0.0","0.1","957"
"971","rep/425_comp__mean_0.0_stdev_0.25.jpg","jpg","595.0","600.0","Gaussian","0.0","0.25","957"
"972","rep/425_resize_0.5.jpg","jpg","297.0","300.0","Resized","0.5",,"957"
"973","rep/425_resize_0.8.jpg","jpg","476.0","480.0","Resized","0.8",,"957"
"974","rep/425_resize_1.2.jpg","jpg","714.0","720.0","Resized","1.2",,"957"
"975","rep/425_resize_1.5.jpg","jpg","892.0","900.0","Resized","1.5",,"957"
"976","rep/425_smoothed_kernel_2.jpg","jpg","595.0","600.0","Smoothed","2",,"957"
"977","rep/425_smoothed_kernel_3.jpg","jpg","595.0","600.0","Smoothed","3",,"957"
"978","rep/425_gamma_0.25.jpg","jpg","595.0","600.0","Gamma","0.25",,"957"
"979","rep/425_gamma_0.6.jpg","jpg","595.0","600.0","Gamma","0.6",,"957"
"980","rep/425_gamma_1.5.jpg","jpg","595.0","600.0","Gamma","1.5",,"957"
"981","rep/425_gamma_1.8.jpg","jpg","595.0","600.0","Gamma","1.8",,"957"
"982","rep/425channel_s_0.1.jpg","jpg","595.0","600.0","ChannelS","0.1",,"957"
"983","rep/425channel_s_-0.1.jpg","jpg","595.0","600.0","ChannelS","-0.1",,"957"
"984","rep/425channel_v_-0.1.jpg","jpg","595.0","600.0","ChannelV","-0.1",,"957"
"985","rep/425channel_v_0.1.jpg","jpg","595.0","600.0","ChannelV","0.1",,"957"
"986","rep/425_h_flipped.jpg","jpg","595.0","600.0","HFlipped",,,"957"
"987","rep/425_text_15.jpg","jpg","595.0","600.0","Text","15",,"957"
"988","rep/425_occlusion__radius_3_size_0.1.jpg","jpg","595.0","600.0","Occluded","3","0.1","957"
"989","rep/425_occlusion__radius_2_size_0.15.jpg","jpg","595.0","600.0","Occluded","2","0.15","957"
"990","src/1359.jpg","jpg","424.0","600.0",,,,
"991","rep/1359_rotate_30.0.jpg","jpg","424.0","600.0","Rotated","30.0",,"990"
"992","rep/1359_rotate_90.0.jpg","jpg","424.0","600.0","Rotated","90.0",,"990"
"993","rep/1359_rotate_180.0.jpg","jpg","424.0","600.0","Rotated","180.0",,"990"
"994","rep/1359_rotate_270.0.jpg","jpg","424.0","600.0","Rotated","270.0",,"990"
"995","rep/1359_cropped_h_0.25.jpg","jpg","424.0","450.0","Cropped_H","0.25",,"990"
"996","rep/1359_cropped_h_0.5.jpg","jpg","424.0","300.0","Cropped_H","0.5",,"990"
"997","rep/1359_cropped_v_0.25.jpg","jpg","318.0","600.0","Cropped_V","0.25",,"990"
"998","rep/1359_cropped_v_0.5.jpg","jpg","212.0","600.0","Cropped_V","0.5",,"990"
"999","rep/1359_comp_0.1.jpg","jpg","424.0","600.0","Compressed","0.1",,"990"
"1000","rep/1359_comp_0.3.jpg","jpg","424.0","600.0","Compressed","0.3",,"990"
"1001","rep/1359_comp_0.5.jpg","jpg","424.0","600.0","Compressed","0.5",,"990"
"1002","rep/1359_comp_0.7.jpg","jpg","424.0","600.0","Compressed","0.7",,"990"
